projectId;projectName;sample_id;sourceId;particId
41;ASP amplif.;35428;F12-122;41xF12-122
41;ASP amplif.;35429;F12-142;41xF12-142
41;ASP amplif.;35430;F12-152;41xF12-152
41;ASP amplif.;35431;F12-2;41xF12-2
41;ASP amplif.;35440;F128-102;41xF128-102
41;ASP amplif.;35442;F128-11;41xF128-11
41;ASP amplif.;35443;F128-21;41xF128-21
41;ASP amplif.;35444;F128-3;41xF128-3
41;ASP amplif.;35446;F128-31;41xF128-31
41;ASP amplif.;35447;F128-4;41xF128-4
41;ASP amplif.;35449;F128-5;41xF128-5
41;ASP amplif.;35451;F128-6;41xF128-6
41;ASP amplif.;35453;F129-10;41xF129-10
41;ASP amplif.;35455;F129-11;41xF129-11
41;ASP amplif.;35457;F129-12;41xF129-12
41;ASP amplif.;35459;F129-2;41xF129-2
41;ASP amplif.;35461;F129-3;41xF129-3
41;ASP amplif.;35463;F129-4;41xF129-4
41;ASP amplif.;35465;F129-5;41xF129-5
41;ASP amplif.;35467;F129-6;41xF129-6
41;ASP amplif.;35469;F129-7;41xF129-7
41;ASP amplif.;35471;F129-8;41xF129-8
41;ASP amplif.;35473;F129-9;41xF129-9
41;ASP amplif.;35475;F1-3;41xF1-3
41;ASP amplif.;35477;F130-11;41xF130-11
41;ASP amplif.;35478;F1-31;41xF1-31
41;ASP amplif.;35480;F131-11;41xF131-11
41;ASP amplif.;35481;F131-21;41xF131-21
41;ASP amplif.;35482;F131-31;41xF131-31
41;ASP amplif.;35483;F133-11;41xF133-11
41;ASP amplif.;35484;F134-11;41xF134-11
41;ASP amplif.;35485;F134-21;41xF134-21
41;ASP amplif.;35486;F136-3;41xF136-3
41;ASP amplif.;35487;F136-4;41xF136-4
41;ASP amplif.;35488;F136-5;41xF136-5
41;ASP amplif.;35489;F138-2;41xF138-2
41;ASP amplif.;35490;F1-4;41xF1-4
41;ASP amplif.;35492;F1-41;41xF1-41
41;ASP amplif.;35494;F141-4;41xF141-4
41;ASP amplif.;35495;F141-5;41xF141-5
41;ASP amplif.;35496;F141-6;41xF141-6
41;ASP amplif.;35497;F141-7;41xF141-7
41;ASP amplif.;35498;F142-11;41xF142-11
41;ASP amplif.;35499;F142-12;41xF142-12
41;ASP amplif.;35500;F142-13;41xF142-13
41;ASP amplif.;35501;F142-2;41xF142-2
41;ASP amplif.;35502;F142-3;41xF142-3
41;ASP amplif.;35503;F142-4;41xF142-4
41;ASP amplif.;35504;F142-5;41xF142-5
41;ASP amplif.;35505;F142-6;41xF142-6
41;ASP amplif.;35506;F142-7;41xF142-7
41;ASP amplif.;35507;F142-8;41xF142-8
41;ASP amplif.;35508;F146-2;41xF146-2
41;ASP amplif.;35509;F146-3;41xF146-3
41;ASP amplif.;35510;F147-2;41xF147-2
41;ASP amplif.;35511;F147-3;41xF147-3
41;ASP amplif.;35512;F147-4;41xF147-4
41;ASP amplif.;35513;F147-5;41xF147-5
41;ASP amplif.;35514;F1-51;41xF1-51
41;ASP amplif.;35527;F19-1;41xF19-1
41;ASP amplif.;35528;F1-A1;41xF1-A1
41;ASP amplif.;35529;F1-A11;41xF1-A11
41;ASP amplif.;35531;F1-FS1;41xF1-FS1
41;ASP amplif.;35533;F20-1;41xF20-1
41;ASP amplif.;35534;F202-4;41xF202-4
41;ASP amplif.;35535;F202-5;41xF202-5
41;ASP amplif.;35536;F20-31;41xF20-31
41;ASP amplif.;35537;F203-3;41xF203-3
41;ASP amplif.;35538;F203-4;41xF203-4
41;ASP amplif.;35539;F20-41;41xF20-41
41;ASP amplif.;35540;F204-7;41xF204-7
41;ASP amplif.;35541;F204-8;41xF204-8
41;ASP amplif.;35543;F206-3;41xF206-3
41;ASP amplif.;35544;F207-5;41xF207-5
41;ASP amplif.;35545;F208-4;41xF208-4
41;ASP amplif.;35546;F208-5;41xF208-5
41;ASP amplif.;35547;F208-6;41xF208-6
41;ASP amplif.;35548;F208-7;41xF208-7
41;ASP amplif.;35549;F209-3;41xF209-3
41;ASP amplif.;35551;F210-3;41xF210-3
41;ASP amplif.;35552;F210-4;41xF210-4
41;ASP amplif.;35554;F21-1;41xF21-1
41;ASP amplif.;35555;F21-11;41xF21-11
41;ASP amplif.;35556;F212-4;41xF212-4
41;ASP amplif.;35557;F213-4;41xF213-4
41;ASP amplif.;35559;F2-2;41xF2-2
41;ASP amplif.;35560;F22-1;41xF22-1
41;ASP amplif.;35561;F223-4;41xF223-4
41;ASP amplif.;35562;F223-6;41xF223-6
41;ASP amplif.;35563;F226-4;41xF226-4
41;ASP amplif.;35565;F229-3;41xF229-3
41;ASP amplif.;35566;F229-4;41xF229-4
41;ASP amplif.;35567;F229-5;41xF229-5
41;ASP amplif.;35569;F231-3;41xF231-3
41;ASP amplif.;35570;F231-5;41xF231-5
41;ASP amplif.;35571;F231-6;41xF231-6
41;ASP amplif.;35573;F232-3;41xF232-3
41;ASP amplif.;35574;F232-4;41xF232-4
41;ASP amplif.;35575;F232-6;41xF232-6
41;ASP amplif.;35577;F234-3;41xF234-3
41;ASP amplif.;35578;F234-4;41xF234-4
41;ASP amplif.;35579;F234-5;41xF234-5
41;ASP amplif.;35581;F237-3;41xF237-3
41;ASP amplif.;35582;F237-4;41xF237-4
41;ASP amplif.;35583;F24-1;41xF24-1
41;ASP amplif.;35585;F24-11;41xF24-11
41;ASP amplif.;35587;F250-2;41xF250-2
41;ASP amplif.;35588;F250-3;41xF250-3
41;ASP amplif.;35589;F250-5;41xF250-5
41;ASP amplif.;35590;F25-11;41xF25-11
41;ASP amplif.;35592;F251-3;41xF251-3
41;ASP amplif.;35593;F251-4;41xF251-4
41;ASP amplif.;35594;F251-6;41xF251-6
41;ASP amplif.;35595;F251-7;41xF251-7
41;ASP amplif.;35596;F25-2;41xF25-2
41;ASP amplif.;35597;F25-21;41xF25-21
41;ASP amplif.;35598;F25-3;41xF25-3
41;ASP amplif.;35599;F25-4;41xF25-4
41;ASP amplif.;35600;F25-41;41xF25-41
41;ASP amplif.;35601;F25-51;41xF25-51
41;ASP amplif.;35603;F256-3;41xF256-3
41;ASP amplif.;35604;F256-4;41xF256-4
41;ASP amplif.;35605;F256-5;41xF256-5
41;ASP amplif.;35606;F256-6;41xF256-6
41;ASP amplif.;35607;F25-81;41xF25-81
41;ASP amplif.;35609;F258-3;41xF258-3
41;ASP amplif.;35610;F258-4;41xF258-4
41;ASP amplif.;35611;F258-5;41xF258-5
41;ASP amplif.;35612;F258-6;41xF258-6
41;ASP amplif.;35614;F26-1;41xF26-1
41;ASP amplif.;35615;F26-11;41xF26-11
41;ASP amplif.;35616;F26-31;41xF26-31
41;ASP amplif.;35618;F270-3;41xF270-3
41;ASP amplif.;35619;F270-4;41xF270-4
41;ASP amplif.;35620;F270-5;41xF270-5
41;ASP amplif.;35621;F270-6;41xF270-6
41;ASP amplif.;35623;F27-1;41xF27-1
41;ASP amplif.;35624;F27-11;41xF27-11
41;ASP amplif.;35626;F271-3;41xF271-3
41;ASP amplif.;35627;F271-4;41xF271-4
41;ASP amplif.;35629;F279-3;41xF279-3
41;ASP amplif.;35630;F279-4;41xF279-4
41;ASP amplif.;35631;F279-5;41xF279-5
41;ASP amplif.;35632;F279-6;41xF279-6
41;ASP amplif.;35633;F279-7;41xF279-7
41;ASP amplif.;35634;F279-8;41xF279-8
41;ASP amplif.;35636;F280-3;41xF280-3
41;ASP amplif.;35637;F280-4;41xF280-4
41;ASP amplif.;35638;F280-5;41xF280-5
41;ASP amplif.;35639;F28-11;41xF28-11
41;ASP amplif.;35640;F28-21;41xF28-21
41;ASP amplif.;35642;F282-3;41xF282-3
41;ASP amplif.;35643;F282-4;41xF282-4
41;ASP amplif.;35644;F282-6;41xF282-6
41;ASP amplif.;35645;F282-7;41xF282-7
41;ASP amplif.;35646;F28-31;41xF28-31
41;ASP amplif.;35648;F286-3;41xF286-3
41;ASP amplif.;35649;F286-4;41xF286-4
41;ASP amplif.;35650;F286-6;41xF286-6
41;ASP amplif.;35651;F289-3;41xF289-3
41;ASP amplif.;35652;F289-4;41xF289-4
41;ASP amplif.;35653;F289-5;41xF289-5
41;ASP amplif.;35654;F289-6;41xF289-6
41;ASP amplif.;35655;F289-7;41xF289-7
41;ASP amplif.;35656;F289-8;41xF289-8
41;ASP amplif.;35657;F29-11;41xF29-11
41;ASP amplif.;35659;F29-12;41xF29-12
41;ASP amplif.;35661;F29-13;41xF29-13
41;ASP amplif.;35663;F29-14;41xF29-14
41;ASP amplif.;35665;F29-15;41xF29-15
41;ASP amplif.;35667;F29-16;41xF29-16
41;ASP amplif.;35669;F29-17;41xF29-17
41;ASP amplif.;35671;F29-18;41xF29-18
41;ASP amplif.;35673;F292-2;41xF292-2
41;ASP amplif.;35675;F292-3;41xF292-3
41;ASP amplif.;35676;F292-4;41xF292-4
41;ASP amplif.;35678;F30-1;41xF30-1
41;ASP amplif.;35679;F30-11;41xF30-11
41;ASP amplif.;35680;F30-4;41xF30-4
41;ASP amplif.;35682;F308-10;41xF308-10
41;ASP amplif.;35683;F308-11;41xF308-11
41;ASP amplif.;35684;F308-13;41xF308-13
41;ASP amplif.;35685;F308-4;41xF308-4
41;ASP amplif.;35686;F308-5;41xF308-5
41;ASP amplif.;35687;F308-6;41xF308-6
41;ASP amplif.;35688;F308-7;41xF308-7
41;ASP amplif.;35689;F308-8;41xF308-8
41;ASP amplif.;35690;F308-9;41xF308-9
41;ASP amplif.;35692;F310-3;41xF310-3
41;ASP amplif.;35693;F310-4;41xF310-4
41;ASP amplif.;35694;F31-11;41xF31-11
41;ASP amplif.;35696;F318-11;41xF318-11
41;ASP amplif.;35697;F318-12;41xF318-12
41;ASP amplif.;35699;F318-3;41xF318-3
41;ASP amplif.;35700;F318-4;41xF318-4
41;ASP amplif.;35701;F318-5;41xF318-5
41;ASP amplif.;35702;F318-6;41xF318-6
41;ASP amplif.;35703;F318-7;41xF318-7
41;ASP amplif.;35704;F318-8;41xF318-8
41;ASP amplif.;35705;F318-9;41xF318-9
41;ASP amplif.;35706;F320-2;41xF320-2
41;ASP amplif.;35708;F320-3;41xF320-3
41;ASP amplif.;35709;F320-4;41xF320-4
41;ASP amplif.;35710;F320-5;41xF320-5
41;ASP amplif.;35712;F32-1;41xF32-1
41;ASP amplif.;35713;F32-11;41xF32-11
41;ASP amplif.;35715;F32-12;41xF32-12
41;ASP amplif.;35717;F32-13;41xF32-13
41;ASP amplif.;35719;F32-14;41xF32-14
41;ASP amplif.;35721;F32-15;41xF32-15
41;ASP amplif.;35723;F32-16;41xF32-16
41;ASP amplif.;35725;F32-21;41xF32-21
41;ASP amplif.;35727;F330-3;41xF330-3
41;ASP amplif.;35728;F330-4;41xF330-4
41;ASP amplif.;35729;F330-5;41xF330-5
41;ASP amplif.;35730;F330-7;41xF330-7
41;ASP amplif.;35731;F33-1;41xF33-1
41;ASP amplif.;35733;F33-11;41xF33-11
41;ASP amplif.;35735;F33-2;41xF33-2
41;ASP amplif.;35737;F33-3;41xF33-3
41;ASP amplif.;35739;F33-4;41xF33-4
41;ASP amplif.;35741;F33-5;41xF33-5
41;ASP amplif.;35743;F34-101;41xF34-101
41;ASP amplif.;35744;F34-11;41xF34-11
41;ASP amplif.;35745;F34-21;41xF34-21
41;ASP amplif.;35747;F347-3;41xF347-3
41;ASP amplif.;35748;F347-4;41xF347-4
41;ASP amplif.;35749;F347-5;41xF347-5
41;ASP amplif.;35750;F347-6;41xF347-6
41;ASP amplif.;35751;F356-10;41xF356-10
41;ASP amplif.;35752;F356-11;41xF356-11
41;ASP amplif.;35754;F356-3;41xF356-3
41;ASP amplif.;35755;F356-4;41xF356-4
41;ASP amplif.;35756;F356-5;41xF356-5
41;ASP amplif.;35757;F356-6;41xF356-6
41;ASP amplif.;35758;F356-7;41xF356-7
41;ASP amplif.;35759;F356-8;41xF356-8
41;ASP amplif.;35760;F356-9;41xF356-9
41;ASP amplif.;35762;F359-3;41xF359-3
41;ASP amplif.;35763;F359-4;41xF359-4
41;ASP amplif.;35764;F359-5;41xF359-5
41;ASP amplif.;35765;F359-6;41xF359-6
41;ASP amplif.;35768;F361-3;41xF361-3
41;ASP amplif.;35769;F361-4;41xF361-4
41;ASP amplif.;35771;F37-1;41xF37-1
41;ASP amplif.;35772;F37-11;41xF37-11
41;ASP amplif.;35774;F372-3;41xF372-3
41;ASP amplif.;35775;F372-4;41xF372-4
41;ASP amplif.;35776;F372-5;41xF372-5
41;ASP amplif.;35778;F377-3;41xF377-3
41;ASP amplif.;35779;F377-4;41xF377-4
41;ASP amplif.;35780;F377-5;41xF377-5
41;ASP amplif.;35781;F377-6;41xF377-6
41;ASP amplif.;35782;F377-7;41xF377-7
41;ASP amplif.;35784;F382-3;41xF382-3
41;ASP amplif.;35785;F382-4;41xF382-4
41;ASP amplif.;35790;F386-3;41xF386-3
41;ASP amplif.;35791;F386-4;41xF386-4
41;ASP amplif.;35792;F386-5;41xF386-5
41;ASP amplif.;35793;F386-6;41xF386-6
41;ASP amplif.;35794;F386-7;41xF386-7
41;ASP amplif.;35795;F386-8;41xF386-8
41;ASP amplif.;35796;F392-4;41xF392-4
41;ASP amplif.;35797;F397-3;41xF397-3
41;ASP amplif.;35798;F397-4;41xF397-4
41;ASP amplif.;35800;F405-3;41xF405-3
41;ASP amplif.;35801;F405-4;41xF405-4
41;ASP amplif.;35802;F405-5;41xF405-5
41;ASP amplif.;35803;F405-6;41xF405-6
41;ASP amplif.;35804;F41-101;41xF41-101
41;ASP amplif.;35806;F41-21;41xF41-21
41;ASP amplif.;35809;F412-3;41xF412-3
41;ASP amplif.;35810;F412-4;41xF412-4
41;ASP amplif.;35811;F412-5;41xF412-5
41;ASP amplif.;35812;F41-31;41xF41-31
41;ASP amplif.;35814;F41-41;41xF41-41
41;ASP amplif.;35815;F41-51;41xF41-51
41;ASP amplif.;35817;F415-3;41xF415-3
41;ASP amplif.;35818;F415-4;41xF415-4
41;ASP amplif.;35819;F415-5;41xF415-5
41;ASP amplif.;35820;F415-6;41xF415-6
41;ASP amplif.;35821;F415-7;41xF415-7
41;ASP amplif.;35822;F41-61;41xF41-61
41;ASP amplif.;35824;F416-3A;41xF416-3A
41;ASP amplif.;35826;F416-4A;41xF416-4A
41;ASP amplif.;35827;F416-4B;41xF416-4B
41;ASP amplif.;35828;F416-5B;41xF416-5B
41;ASP amplif.;35829;F41-71;41xF41-71
41;ASP amplif.;35832;F42-11;41xF42-11
41;ASP amplif.;35834;F421-3;41xF421-3
41;ASP amplif.;35835;F42-14;41xF42-14
41;ASP amplif.;35836;F421-4;41xF421-4
41;ASP amplif.;35837;F421-5;41xF421-5
41;ASP amplif.;35838;F421-6;41xF421-6
41;ASP amplif.;35839;F421-7;41xF421-7
41;ASP amplif.;35840;F42-31;41xF42-31
41;ASP amplif.;35841;F42-41;41xF42-41
41;ASP amplif.;35843;F426-3;41xF426-3
41;ASP amplif.;35844;F426-4;41xF426-4
41;ASP amplif.;35845;F426-5;41xF426-5
41;ASP amplif.;35846;F426-6;41xF426-6
41;ASP amplif.;35847;F426-7;41xF426-7
41;ASP amplif.;35848;F426-8;41xF426-8
41;ASP amplif.;35850;F430-3;41xF430-3
41;ASP amplif.;35851;F430-4;41xF430-4
41;ASP amplif.;35852;F430-5;41xF430-5
41;ASP amplif.;35854;F434-3;41xF434-3
41;ASP amplif.;35855;F434-4;41xF434-4
41;ASP amplif.;35856;F434-5;41xF434-5
41;ASP amplif.;35857;F434-6;41xF434-6
