projectId;projectName;sample_id;sourceId;particId
41;ASP amplif.;35859;F460-3;41xF460-3
41;ASP amplif.;35860;F460-5;41xF460-5
41;ASP amplif.;35861;F46-11;41xF46-11
41;ASP amplif.;35862;F463-2;41xF463-2
41;ASP amplif.;35864;F463-3;41xF463-3
41;ASP amplif.;35865;F463-4;41xF463-4
41;ASP amplif.;35866;F463-5;41xF463-5
41;ASP amplif.;35869;F466-3;41xF466-3
41;ASP amplif.;35870;F466-4;41xF466-4
41;ASP amplif.;35871;F466-5;41xF466-5
41;ASP amplif.;35872;F466-6;41xF466-6
41;ASP amplif.;35873;F466-7;41xF466-7
41;ASP amplif.;35875;F468-3;41xF468-3
41;ASP amplif.;35876;F468-4;41xF468-4
41;ASP amplif.;35878;F472-10;41xF472-10
41;ASP amplif.;35879;F472-2;41xF472-2
41;ASP amplif.;35881;F472-3;41xF472-3
41;ASP amplif.;35882;F472-4;41xF472-4
41;ASP amplif.;35883;F472-5;41xF472-5
41;ASP amplif.;35884;F472-6;41xF472-6
41;ASP amplif.;35885;F472-8;41xF472-8
41;ASP amplif.;35886;F472-9;41xF472-9
41;ASP amplif.;35892;F479-3;41xF479-3
41;ASP amplif.;35893;F479-4;41xF479-4
41;ASP amplif.;35894;F479-5;41xF479-5
41;ASP amplif.;35895;F48-11;41xF48-11
41;ASP amplif.;35896;F48-12;41xF48-12
41;ASP amplif.;35897;F48-3;41xF48-3
41;ASP amplif.;35898;F483-4;41xF483-4
41;ASP amplif.;35899;F483-5;41xF483-5
41;ASP amplif.;35900;F484-4;41xF484-4
41;ASP amplif.;35902;F492-3;41xF492-3
41;ASP amplif.;35903;F492-5;41xF492-5
41;ASP amplif.;35906;F493-3;41xF493-3
41;ASP amplif.;35907;F493-4;41xF493-4
41;ASP amplif.;35913;F505-3;41xF505-3
41;ASP amplif.;35914;F505-4;41xF505-4
41;ASP amplif.;35916;F510-1;41xF510-1
41;ASP amplif.;35917;F510-2;41xF510-2
41;ASP amplif.;35918;F510-3;41xF510-3
41;ASP amplif.;35920;F510-4;41xF510-4
41;ASP amplif.;35922;F511-3;41xF511-3
41;ASP amplif.;35923;F511-4;41xF511-4
41;ASP amplif.;35924;F511-5;41xF511-5
41;ASP amplif.;35925;F511-6;41xF511-6
41;ASP amplif.;35929;F513-3;41xF513-3
41;ASP amplif.;35930;F513-4;41xF513-4
41;ASP amplif.;35933;F516-3;41xF516-3
41;ASP amplif.;35934;F516-4;41xF516-4
41;ASP amplif.;35935;F516-5;41xF516-5
41;ASP amplif.;35936;F516-6;41xF516-6
41;ASP amplif.;35937;F516-8;41xF516-8
41;ASP amplif.;35941;F522-3;41xF522-3
41;ASP amplif.;35942;F522-4;41xF522-4
41;ASP amplif.;35945;F524-1;41xF524-1
41;ASP amplif.;35947;F524-3;41xF524-3
41;ASP amplif.;35948;F524-4;41xF524-4
41;ASP amplif.;35949;F524-5;41xF524-5
41;ASP amplif.;35952;F525-3;41xF525-3
41;ASP amplif.;35953;F525-4;41xF525-4
41;ASP amplif.;35956;F526-3;41xF526-3
41;ASP amplif.;35957;F526-4;41xF526-4
41;ASP amplif.;35959;F527-3;41xF527-3
41;ASP amplif.;35960;F527-4;41xF527-4
41;ASP amplif.;35961;F527-5;41xF527-5
41;ASP amplif.;35962;F527-6;41xF527-6
41;ASP amplif.;35965;F530-3;41xF530-3
41;ASP amplif.;35966;F530-4;41xF530-4
41;ASP amplif.;35968;F53-1;41xF53-1
41;ASP amplif.;35970;F53-11;41xF53-11
41;ASP amplif.;35972;F53-12;41xF53-12
41;ASP amplif.;35974;F531-2;41xF531-2
41;ASP amplif.;35975;F53-13;41xF53-13
41;ASP amplif.;35978;F531-3;41xF531-3
41;ASP amplif.;35979;F53-14;41xF53-14
41;ASP amplif.;35981;F531-4;41xF531-4
41;ASP amplif.;35982;F53-15;41xF53-15
41;ASP amplif.;35984;F53-16;41xF53-16
41;ASP amplif.;35986;F53-17;41xF53-17
41;ASP amplif.;35988;F53-18;41xF53-18
41;ASP amplif.;35990;F53-19;41xF53-19
41;ASP amplif.;35992;F53-2;41xF53-2
41;ASP amplif.;35994;F53-20;41xF53-20
41;ASP amplif.;35996;F53-21;41xF53-21
41;ASP amplif.;35998;F532-11;41xF532-11
41;ASP amplif.;35999;F53-22;41xF53-22
41;ASP amplif.;36001;F53-22B;41xF53-22B
41;ASP amplif.;36003;F53-22C;41xF53-22C
41;ASP amplif.;36005;F53-22D;41xF53-22D
41;ASP amplif.;36007;F53-22E;41xF53-22E
41;ASP amplif.;36009;F53-23;41xF53-23
41;ASP amplif.;36012;F532-3;41xF532-3
41;ASP amplif.;36014;F53-23A;41xF53-23A
41;ASP amplif.;36016;F53-23B;41xF53-23B
41;ASP amplif.;36018;F53-23D;41xF53-23D
41;ASP amplif.;36020;F53-23E;41xF53-23E
41;ASP amplif.;36022;F53-23F;41xF53-23F
41;ASP amplif.;36024;F532-4;41xF532-4
41;ASP amplif.;36025;F53-25;41xF53-25
41;ASP amplif.;36027;F532-5;41xF532-5
41;ASP amplif.;36028;F53-26;41xF53-26
41;ASP amplif.;36030;F532-6;41xF532-6
41;ASP amplif.;36031;F53-27;41xF53-27
41;ASP amplif.;36033;F532-7;41xF532-7
41;ASP amplif.;36034;F53-28;41xF53-28
41;ASP amplif.;36036;F532-8;41xF532-8
41;ASP amplif.;36037;F532-9;41xF532-9
41;ASP amplif.;36038;F53-3;41xF53-3
41;ASP amplif.;36040;F533-1;41xF533-1
41;ASP amplif.;36041;F533-2;41xF533-2
41;ASP amplif.;36042;F533-3;41xF533-3
41;ASP amplif.;36044;F533-4;41xF533-4
41;ASP amplif.;36045;F533-6;41xF533-6
41;ASP amplif.;36046;F53-4;41xF53-4
41;ASP amplif.;36049;F534-3;41xF534-3
41;ASP amplif.;36050;F534-4;41xF534-4
41;ASP amplif.;36051;F534-5;41xF534-5
41;ASP amplif.;36053;F537-1;41xF537-1
41;ASP amplif.;36054;F537-2;41xF537-2
41;ASP amplif.;36056;F537-3;41xF537-3
41;ASP amplif.;36057;F537-4;41xF537-4
41;ASP amplif.;36059;F539-3;41xF539-3
41;ASP amplif.;36060;F539-4;41xF539-4
41;ASP amplif.;36061;F539-6;41xF539-6
41;ASP amplif.;36062;F540-2;41xF540-2
41;ASP amplif.;36064;F540-3;41xF540-3
41;ASP amplif.;36065;F540-4;41xF540-4
41;ASP amplif.;36066;F540-6;41xF540-6
41;ASP amplif.;36067;F540-7;41xF540-7
41;ASP amplif.;36068;F540-9;41xF540-9
41;ASP amplif.;36070;F541-2;41xF541-2
41;ASP amplif.;36072;F541-3;41xF541-3
41;ASP amplif.;36073;F541-4;41xF541-4
41;ASP amplif.;36074;F541-5;41xF541-5
41;ASP amplif.;36075;F549-1;41xF549-1
41;ASP amplif.;36077;F549-3;41xF549-3
41;ASP amplif.;36078;F549-4;41xF549-4
41;ASP amplif.;36079;F549-5;41xF549-5
41;ASP amplif.;36080;F549-6;41xF549-6
41;ASP amplif.;36081;F549-7;41xF549-7
41;ASP amplif.;36082;F550-2;41xF550-2
41;ASP amplif.;36084;F550-3;41xF550-3
41;ASP amplif.;36085;F550-4;41xF550-4
41;ASP amplif.;36086;F550-5;41xF550-5
41;ASP amplif.;36087;F550-6;41xF550-6
41;ASP amplif.;36088;F550-7;41xF550-7
41;ASP amplif.;36089;F55-3;41xF55-3
41;ASP amplif.;36091;F55-4;41xF55-4
41;ASP amplif.;36093;F554-1;41xF554-1
41;ASP amplif.;36094;F554-10;41xF554-10
41;ASP amplif.;36095;F554-2;41xF554-2
41;ASP amplif.;36096;F554-3;41xF554-3
41;ASP amplif.;36097;F554-4;41xF554-4
41;ASP amplif.;36098;F554-5;41xF554-5
41;ASP amplif.;36099;F554-6;41xF554-6
41;ASP amplif.;36100;F554-7;41xF554-7
41;ASP amplif.;36101;F554-8;41xF554-8
41;ASP amplif.;36102;F554-9;41xF554-9
41;ASP amplif.;36103;F55-4B;41xF55-4B
41;ASP amplif.;36104;F55-4E;41xF55-4E
41;ASP amplif.;36105;F55-5;41xF55-5
41;ASP amplif.;36107;F55-6;41xF55-6
41;ASP amplif.;36110;F557-3;41xF557-3
41;ASP amplif.;36111;F557-4;41xF557-4
41;ASP amplif.;36125;F600-10;41xF600-10
41;ASP amplif.;36126;F600-11;41xF600-11
41;ASP amplif.;36127;F600-12;41xF600-12
41;ASP amplif.;36129;F600-3;41xF600-3
41;ASP amplif.;36130;F600-4;41xF600-4
41;ASP amplif.;36131;F600-5;41xF600-5
41;ASP amplif.;36132;F600-6;41xF600-6
41;ASP amplif.;36133;F600-8;41xF600-8
41;ASP amplif.;36134;F600-9;41xF600-9
41;ASP amplif.;36135;F60-11;41xF60-11
41;ASP amplif.;36137;F60-12;41xF60-12
41;ASP amplif.;36139;F60-13;41xF60-13
41;ASP amplif.;36142;F60-14;41xF60-14
41;ASP amplif.;36144;F60-15;41xF60-15
41;ASP amplif.;36147;F60-2;41xF60-2
41;ASP amplif.;36149;F60-21;41xF60-21
41;ASP amplif.;36150;F60-3;41xF60-3
41;ASP amplif.;36153;F60-4;41xF60-4
41;ASP amplif.;36156;F604-3;41xF604-3
41;ASP amplif.;36157;F604-4;41xF604-4
41;ASP amplif.;36158;F60-5;41xF60-5
41;ASP amplif.;36161;F605-3;41xF605-3
41;ASP amplif.;36162;F605-4;41xF605-4
41;ASP amplif.;36163;F605-5;41xF605-5
41;ASP amplif.;36164;F605-6;41xF605-6
41;ASP amplif.;36165;F60-6;41xF60-6
41;ASP amplif.;36168;F606-3;41xF606-3
41;ASP amplif.;36169;F606-4;41xF606-4
41;ASP amplif.;36170;F606-5;41xF606-5
41;ASP amplif.;36171;F606-6;41xF606-6
41;ASP amplif.;36172;F607-3;41xF607-3
41;ASP amplif.;36173;F607-4;41xF607-4
41;ASP amplif.;36174;F607-5;41xF607-5
41;ASP amplif.;36176;F61-11;41xF61-11
41;ASP amplif.;36178;F615-3;41xF615-3
41;ASP amplif.;36179;F615-4;41xF615-4
41;ASP amplif.;36180;F615-5;41xF615-5
41;ASP amplif.;36181;F615-6;41xF615-6
41;ASP amplif.;36182;F616-1;41xF616-1
41;ASP amplif.;36184;F616-3;41xF616-3
41;ASP amplif.;36185;F616-4;41xF616-4
41;ASP amplif.;36186;F616-5;41xF616-5
41;ASP amplif.;36228;F83-11;41xF83-11
41;ASP amplif.;36229;F83-21;41xF83-21
41;ASP amplif.;36235;F85-11;41xF85-11
41;ASP amplif.;36236;F85-21;41xF85-21
41;ASP amplif.;36237;F85-31;41xF85-31
41;ASP amplif.;36238;F85-41;41xF85-41
41;ASP amplif.;36239;F85-51;41xF85-51
41;ASP amplif.;36373;S101-1;41xS101-1
41;ASP amplif.;81541;1047;41x1047
41;ASP amplif.;135264;F57-21;41xF57-21
41;ASP amplif.;135265;F57-31;41xF57-31
41;ASP amplif.;135270;F63-6;41xF63-6
41;ASP amplif.;135274;F13-1;41xF13-1
41;ASP amplif.;135281;F17-1;41xF17-1
41;ASP amplif.;135283;F18-1;41xF18-1
41;ASP amplif.;135289;F23-1;41xF23-1
45;QTL families;1330;1021;45x1021
45;QTL families;1379;1029-1;45x1029-1
45;QTL families;1380;1029-2;45x1029-2
45;QTL families;1382;1029-3;45x1029-3
45;QTL families;1384;1029-4;45x1029-4
45;QTL families;1386;1029-5;45x1029-5
45;QTL families;1387;1029-6;45x1029-6
45;QTL families;1442;F52-1037;45xF52-1037
45;QTL families;3068;1152-1;45x1152-1
45;QTL families;3071;1152-2;45x1152-2
45;QTL families;3075;1152-6;45x1152-6
45;QTL families;3077;1152-7;45x1152-7
45;QTL families;3079;1152-8;45x1152-8
45;QTL families;3194;1159-1;45x1159-1
45;QTL families;3197;1159-2;45x1159-2
45;QTL families;3201;1159-4;45x1159-4
45;QTL families;3204;1159-5;45x1159-5
45;QTL families;3206;1159-6;45x1159-6
45;QTL families;3535;1189-1;45x1189-1
45;QTL families;3537;1189-2;45x1189-2
45;QTL families;3539;1189-3;45x1189-3
45;QTL families;3541;1189-4;45x1189-4
45;QTL families;3544;1189-5;45x1189-5
45;QTL families;3547;1189-6;45x1189-6
45;QTL families;3748;1220-1;45x1220-1
45;QTL families;3750;1220-2;45x1220-2
45;QTL families;3752;1220-3;45x1220-3
45;QTL families;3753;1220-4;45x1220-4
45;QTL families;3754;1220-5;45x1220-5
45;QTL families;3757;1220-7;45x1220-7
45;QTL families;3759;1220-8;45x1220-8
45;QTL families;4315;1300-2;45x1300-2
45;QTL families;4317;1300-3;45x1300-3
45;QTL families;4319;1300-4;45x1300-4
45;QTL families;4322;1300-5;45x1300-5
45;QTL families;4324;1300-6;45x1300-6
45;QTL families;4446;1319-1;45x1319-1
45;QTL families;4448;1319-2;45x1319-2
45;QTL families;4449;1319-3;45x1319-3
45;QTL families;4451;1319-4;45x1319-4
45;QTL families;4453;1319-6;45x1319-6
45;QTL families;4962;1392-1;45x1392-1
45;QTL families;4964;1392-2;45x1392-2
45;QTL families;4967;1392-3;45x1392-3
45;QTL families;4970;1392-4;45x1392-4
45;QTL families;4973;1392-5;45x1392-5
45;QTL families;4975;1392-6;45x1392-6
45;QTL families;5113;1445-05;45x1445-05
45;QTL families;5114;1445-2;45x1445-2
45;QTL families;5115;1445-3;45x1445-3
45;QTL families;5116;1445-4;45x1445-4
45;QTL families;5117;1445-6;45x1445-6
45;QTL families;7525;30048;45x30048
45;QTL families;7526;30048-7;45x30048-7
45;QTL families;7572;3016;45x3016
45;QTL families;7591;3021;45x3021
45;QTL families;7604;3026;45x3026
45;QTL families;7614;30285;45x30285
45;QTL families;7615;30285-6;45x30285-6
45;QTL families;7634;30371;45x30371
45;QTL families;7636;30371-7;45x30371-7
45;QTL families;7753;30812;45x30812
45;QTL families;7755;30812-2;45x30812-2
45;QTL families;7781;30922;45x30922
45;QTL families;7782;30922-5;45x30922-5
45;QTL families;7817;31067;45x31067
45;QTL families;7819;31067-3;45x31067-3
45;QTL families;7831;31124;45x31124
45;QTL families;7833;31124-5;45x31124-5
45;QTL families;7858;31278;45x31278
45;QTL families;7859;31278-2;45x31278-2
45;QTL families;7863;31296;45x31296
45;QTL families;7864;31296-2;45x31296-2
45;QTL families;7871;31312;45x31312
45;QTL families;7872;31312-6;45x31312-6
45;QTL families;7876;31339;45x31339
45;QTL families;7878;31339-7;45x31339-7
45;QTL families;7880;31341;45x31341
45;QTL families;7881;31341-6;45x31341-6
45;QTL families;7915;31522;45x31522
45;QTL families;7916;31522-5;45x31522-5
45;QTL families;7920;31543;45x31543
45;QTL families;7921;31543-1;45x31543-1
45;QTL families;7933;31615;45x31615
45;QTL families;7934;31615-5;45x31615-5
45;QTL families;7957;31728;45x31728
45;QTL families;7958;31728-2;45x31728-2
45;QTL families;7980;31845;45x31845
45;QTL families;7981;31845-6;45x31845-6
45;QTL families;7985;31867;45x31867
45;QTL families;7987;31867-1;45x31867-1
45;QTL families;7993;31892;45x31892
45;QTL families;7994;31892-4;45x31892-4
45;QTL families;8006;31951;45x31951
45;QTL families;8007;31951-0;45x31951-0
45;QTL families;8044;32173;45x32173
45;QTL families;8045;32173-0;45x32173-0
45;QTL families;8059;32252;45x32252
45;QTL families;8061;32252-2;45x32252-2
45;QTL families;8068;32288;45x32288
45;QTL families;8069;32288-4;45x32288-4
45;QTL families;8111;32505;45x32505
45;QTL families;8113;32505-2;45x32505-2
45;QTL families;8138;32641;45x32641
45;QTL families;8140;32641-0;45x32641-0
45;QTL families;10556;5018;45x5018
45;QTL families;10565;5022;45x5022
45;QTL families;10630;5062;45x5062
45;QTL families;11986;5163;45x5163
45;QTL families;22673;609-1;45x609-1
45;QTL families;22674;609-10;45x609-10
45;QTL families;22675;609-11;45x609-11
45;QTL families;22677;609-2;45x609-2
45;QTL families;22679;609-3;45x609-3
45;QTL families;22680;609-4;45x609-4
45;QTL families;22681;609-5;45x609-5
45;QTL families;22683;609-6;45x609-6
45;QTL families;22685;609-7;45x609-7
45;QTL families;22686;609-8;45x609-8
45;QTL families;22688;609-9;45x609-9
45;QTL families;25816;641-1;45x641-1
45;QTL families;25819;641-2;45x641-2
45;QTL families;25822;641-3;45x641-3
45;QTL families;25826;641-4;45x641-4
45;QTL families;25828;641-5;45x641-5
45;QTL families;25830;641-6;45x641-6
45;QTL families;25833;641-7;45x641-7
45;QTL families;25835;641-8;45x641-8
45;QTL families;25837;641-9;45x641-9
45;QTL families;26047;668-1;45x668-1
45;QTL families;26048;668-2;45x668-2
45;QTL families;26049;668-3;45x668-3
45;QTL families;26051;668-4;45x668-4
45;QTL families;26052;668-5;45x668-5
45;QTL families;26054;668-6;45x668-6
45;QTL families;26055;668-7;45x668-7
45;QTL families;26480;705-1;45x705-1
45;QTL families;26483;705-2;45x705-2
45;QTL families;26486;705-3;45x705-3
45;QTL families;26487;705-4;45x705-4
45;QTL families;26489;705-5;45x705-5
45;QTL families;26491;705-6;45x705-6
45;QTL families;26493;705-7;45x705-7
45;QTL families;26598;718-1;45x718-1
45;QTL families;26601;718-2;45x718-2
45;QTL families;26603;718-3;45x718-3
45;QTL families;26605;718-4;45x718-4
45;QTL families;26608;718-5;45x718-5
45;QTL families;26609;718-6;45x718-6
45;QTL families;27071;768-1;45x768-1
45;QTL families;27074;768-2;45x768-2
45;QTL families;27076;768-3;45x768-3
45;QTL families;27078;768-4;45x768-4
45;QTL families;27081;768-5;45x768-5
45;QTL families;27084;768-6;45x768-6
45;QTL families;27087;768-7;45x768-7
45;QTL families;28395;825-1;45x825-1
45;QTL families;28396;825-2;45x825-2
45;QTL families;28398;825-3;45x825-3
45;QTL families;28399;825-4;45x825-4
45;QTL families;28400;825-5;45x825-5
45;QTL families;28401;825-6;45x825-6
45;QTL families;28403;825-7;45x825-7
45;QTL families;29654;918-1;45x918-1
45;QTL families;29656;918-2;45x918-2
45;QTL families;29658;918-3;45x918-3
45;QTL families;29660;918-4;45x918-4
45;QTL families;29661;918-5;45x918-5
45;QTL families;29663;918-6;45x918-6
45;QTL families;35278;ceph;45xceph
45;QTL families;35342;F106-1;45xF106-1
45;QTL families;35345;F106-2;45xF106-2
45;QTL families;35347;F106-4;45xF106-4
45;QTL families;35349;F106-5;45xF106-5
45;QTL families;35351;F106-6;45xF106-6
45;QTL families;35353;F106-7;45xF106-7
45;QTL families;35355;F106-8;45xF106-8
45;QTL families;35357;F106-9;45xF106-9
45;QTL families;35358;F108-3;45xF108-3
45;QTL families;35359;F108-4;45xF108-4
45;QTL families;35360;F108-5;45xF108-5
45;QTL families;35361;F108-6;45xF108-6
45;QTL families;35362;F108-7;45xF108-7
45;QTL families;35363;F109-3;45xF109-3
45;QTL families;35364;F109-4;45xF109-4
45;QTL families;35365;F109-6;45xF109-6
45;QTL families;35367;F1-1;45xF1-1
45;QTL families;35369;F110-1;45xF110-1
45;QTL families;35373;F110-2;45xF110-2
45;QTL families;35375;F110-3;45xF110-3
45;QTL families;35377;F110-4;45xF110-4
45;QTL families;35379;F110-5;45xF110-5
45;QTL families;35381;F110-6;45xF110-6
45;QTL families;35383;F110-8;45xF110-8
45;QTL families;35385;F113-2;45xF113-2
45;QTL families;35387;F113-4;45xF113-4
45;QTL families;35389;F113-5;45xF113-5
45;QTL families;35391;F113-6;45xF113-6
45;QTL families;35393;F113-8;45xF113-8
45;QTL families;35397;F117-2;45xF117-2
45;QTL families;35398;F117-3;45xF117-3
45;QTL families;35399;F117-4;45xF117-4
45;QTL families;35400;F117-5;45xF117-5
45;QTL families;35401;F117-6;45xF117-6
45;QTL families;35402;F117-7;45xF117-7
45;QTL families;35404;F119-1;45xF119-1
45;QTL families;35405;F119-3;45xF119-3
45;QTL families;35406;F119-4;45xF119-4
45;QTL families;35407;F119-5;45xF119-5
45;QTL families;35408;F119-6;45xF119-6
45;QTL families;35409;F119-7;45xF119-7
45;QTL families;35410;F119-8;45xF119-8
45;QTL families;35411;F119-9;45xF119-9
45;QTL families;35413;F1-2;45xF1-2
45;QTL families;35415;F120-1;45xF120-1
45;QTL families;35417;F120-2;45xF120-2
45;QTL families;35418;F120-4;45xF120-4
45;QTL families;35419;F120-5;45xF120-5
45;QTL families;35420;F120-6;45xF120-6
45;QTL families;35422;F1-21;45xF1-21
45;QTL families;35432;F122-2;45xF122-2
45;QTL families;35433;F122-3;45xF122-3
45;QTL families;35434;F122-4;45xF122-4
45;QTL families;35435;F122-6;45xF122-6
45;QTL families;35436;F127-3;45xF127-3
45;QTL families;35437;F127-4;45xF127-4
45;QTL families;35438;F127-5;45xF127-5
45;QTL families;35439;F127-6;45xF127-6
45;QTL families;35441;F128-102;45xF128-102
45;QTL families;35445;F128-3;45xF128-3
45;QTL families;35448;F128-4;45xF128-4
45;QTL families;35450;F128-5;45xF128-5
45;QTL families;35452;F128-6;45xF128-6
45;QTL families;35454;F129-10;45xF129-10
45;QTL families;35456;F129-11;45xF129-11
45;QTL families;35458;F129-12;45xF129-12
45;QTL families;35460;F129-2;45xF129-2
45;QTL families;35462;F129-3;45xF129-3
45;QTL families;35464;F129-4;45xF129-4
45;QTL families;35466;F129-5;45xF129-5
45;QTL families;35468;F129-6;45xF129-6
45;QTL families;35470;F129-7;45xF129-7
45;QTL families;35472;F129-8;45xF129-8
45;QTL families;35474;F129-9;45xF129-9
45;QTL families;35476;F1-3;45xF1-3
45;QTL families;35479;F1-31;45xF1-31
45;QTL families;35491;F1-4;45xF1-4
45;QTL families;35493;F1-41;45xF1-41
45;QTL families;35515;F1-51;45xF1-51
45;QTL families;35586;F24-11;45xF24-11
45;QTL families;35658;F29-11;45xF29-11
45;QTL families;35660;F29-12;45xF29-12
45;QTL families;35662;F29-13;45xF29-13
45;QTL families;35664;F29-14;45xF29-14
45;QTL families;35666;F29-15;45xF29-15
45;QTL families;35668;F29-16;45xF29-16
45;QTL families;35670;F29-17;45xF29-17
45;QTL families;35672;F29-18;45xF29-18
45;QTL families;35714;F32-11;45xF32-11
45;QTL families;35716;F32-12;45xF32-12
45;QTL families;35718;F32-13;45xF32-13
45;QTL families;35720;F32-14;45xF32-14
45;QTL families;35722;F32-15;45xF32-15
45;QTL families;35724;F32-16;45xF32-16
45;QTL families;35732;F33-1;45xF33-1
45;QTL families;35736;F33-2;45xF33-2
45;QTL families;35738;F33-3;45xF33-3
45;QTL families;35740;F33-4;45xF33-4
45;QTL families;35742;F33-5;45xF33-5
45;QTL families;35786;F38-3;45xF38-3
45;QTL families;35787;F38-4;45xF38-4
45;QTL families;35788;F38-5;45xF38-5
45;QTL families;35789;F38-6;45xF38-6
45;QTL families;35805;F41-101;45xF41-101
45;QTL families;35807;F41-21;45xF41-21
45;QTL families;35813;F41-31;45xF41-31
45;QTL families;35823;F41-61;45xF41-61
45;QTL families;35830;F41-71;45xF41-71
45;QTL families;35877;F47-2;45xF47-2
45;QTL families;35887;F47-3;45xF47-3
45;QTL families;35889;F47-4;45xF47-4
45;QTL families;35890;F47-6;45xF47-6
45;QTL families;35901;F49-2;45xF49-2
45;QTL families;35904;F49-3;45xF49-3
45;QTL families;35908;F49-4;45xF49-4
45;QTL families;35909;F49-5;45xF49-5
45;QTL families;35911;F49-6;45xF49-6
45;QTL families;35926;F51-2;45xF51-2
45;QTL families;35927;F51-3;45xF51-3
45;QTL families;35931;F51-4;45xF51-4
45;QTL families;35938;F51-8;45xF51-8
45;QTL families;35939;F52-2;45xF52-2
45;QTL families;35943;F52-3;45xF52-3
45;QTL families;35944;F52-4;45xF52-4
45;QTL families;35950;F52-5;45xF52-5
45;QTL families;35954;F52-6;45xF52-6
45;QTL families;35969;F53-1;45xF53-1
45;QTL families;35971;F53-11;45xF53-11
45;QTL families;35973;F53-12;45xF53-12
45;QTL families;35976;F53-13;45xF53-13
45;QTL families;35980;F53-14;45xF53-14
45;QTL families;35983;F53-15;45xF53-15
45;QTL families;35985;F53-16;45xF53-16
45;QTL families;35987;F53-17;45xF53-17
45;QTL families;35989;F53-18;45xF53-18
45;QTL families;35991;F53-19;45xF53-19
45;QTL families;35993;F53-2;45xF53-2
45;QTL families;35995;F53-20;45xF53-20
45;QTL families;35997;F53-21;45xF53-21
45;QTL families;36000;F53-22;45xF53-22
45;QTL families;36002;F53-22B;45xF53-22B
45;QTL families;36004;F53-22C;45xF53-22C
45;QTL families;36006;F53-22D;45xF53-22D
45;QTL families;36008;F53-22E;45xF53-22E
45;QTL families;36010;F53-23;45xF53-23
45;QTL families;36015;F53-23A;45xF53-23A
45;QTL families;36017;F53-23B;45xF53-23B
45;QTL families;36019;F53-23D;45xF53-23D
45;QTL families;36021;F53-23E;45xF53-23E
45;QTL families;36023;F53-23F;45xF53-23F
45;QTL families;36026;F53-25;45xF53-25
45;QTL families;36029;F53-26;45xF53-26
45;QTL families;36032;F53-27;45xF53-27
45;QTL families;36035;F53-28;45xF53-28
45;QTL families;36039;F53-3;45xF53-3
45;QTL families;36047;F53-4;45xF53-4
45;QTL families;36090;F55-3;45xF55-3
45;QTL families;36092;F55-4;45xF55-4
45;QTL families;36106;F55-5;45xF55-5
45;QTL families;36108;F55-6;45xF55-6
45;QTL families;36116;F58-2;45xF58-2
45;QTL families;36118;F58-3;45xF58-3
45;QTL families;36119;F58-4;45xF58-4
45;QTL families;36120;F58-5;45xF58-5
45;QTL families;36121;F58-6;45xF58-6
45;QTL families;36136;F60-11;45xF60-11
45;QTL families;36138;F60-12;45xF60-12
45;QTL families;36140;F60-13;45xF60-13
45;QTL families;36143;F60-14;45xF60-14
45;QTL families;36145;F60-15;45xF60-15
45;QTL families;36148;F60-2;45xF60-2
45;QTL families;36151;F60-3;45xF60-3
45;QTL families;36154;F60-4;45xF60-4
45;QTL families;36159;F60-5;45xF60-5
45;QTL families;36166;F60-6;45xF60-6
45;QTL families;36188;F62-2;45xF62-2
45;QTL families;36189;F62-3;45xF62-3
45;QTL families;36190;F62-4;45xF62-4
45;QTL families;36191;F62-5;45xF62-5
45;QTL families;36192;F62-6;45xF62-6
45;QTL families;36193;F64-2;45xF64-2
45;QTL families;36194;F64-3;45xF64-3
45;QTL families;36195;F64-6;45xF64-6
45;QTL families;36196;F66-2;45xF66-2
45;QTL families;36197;F66-3;45xF66-3
45;QTL families;36198;F66-4;45xF66-4
45;QTL families;36199;F66-5;45xF66-5
45;QTL families;36200;F66-7;45xF66-7
45;QTL families;36201;F67-2;45xF67-2
45;QTL families;36202;F67-3;45xF67-3
45;QTL families;36203;F67-5;45xF67-5
45;QTL families;36204;F67-6;45xF67-6
45;QTL families;36205;F68-3;45xF68-3
45;QTL families;36206;F68-4;45xF68-4
45;QTL families;36207;F68-5;45xF68-5
45;QTL families;36208;F68-6;45xF68-6
45;QTL families;36210;F74-3;45xF74-3
45;QTL families;36211;F74-4;45xF74-4
45;QTL families;36212;F74-5;45xF74-5
45;QTL families;36213;F76-3;45xF76-3
45;QTL families;36214;F76-4;45xF76-4
45;QTL families;36215;F76-5;45xF76-5
45;QTL families;36216;F76-6;45xF76-6
45;QTL families;36218;F77-2;45xF77-2
45;QTL families;36219;F77-3;45xF77-3
45;QTL families;36220;F77-4;45xF77-4
45;QTL families;36221;F77-5;45xF77-5
45;QTL families;36222;F77-6;45xF77-6
45;QTL families;36223;F82-2;45xF82-2
45;QTL families;36224;F82-3;45xF82-3
45;QTL families;36225;F82-5;45xF82-5
45;QTL families;36226;F82-6;45xF82-6
45;QTL families;36227;F82-7;45xF82-7
45;QTL families;36230;F84-10;45xF84-10
45;QTL families;36231;F84-4;45xF84-4
45;QTL families;36232;F84-7;45xF84-7
45;QTL families;36233;F84-8;45xF84-8
45;QTL families;36234;F84-9;45xF84-9
45;QTL families;36240;F90-2;45xF90-2
45;QTL families;36241;F90-3;45xF90-3
45;QTL families;36242;F90-4;45xF90-4
45;QTL families;36243;F90-5;45xF90-5
45;QTL families;36244;F90-6;45xF90-6
